"id","locale","name","text","image"
"201547","es","Flávio Gonçalves","Príncipe Camarilla de São Paulo: Una vez por combate, Flávio puede atacar esquivando.","/img/cards/es/201547.jpg"
"200485","es","Frondator","Obispo Sabbat: Rescatar a un vampiro del letargo le cuesta a Frondator 1 menos de sangre.",""
"201548","es","Gelasia Fotiou","Camarilla.","/img/cards/es/201548.jpg"
"200498","es","Gem Ghastly","Primogénita Camarilla: Tú y Gem pueden jugar cartas que requieran Ventrue como si Gem fuera un Ventrue.",""
"200533","es","Graham Gottesman","Príncipe Camarilla de Miami.",""
"201589","es","Greg Mazouni","Camarilla","/img/cards/es/201589.jpg"
"201522","es","Grimgroth","Camarilla: Mientras Grimgroth esté preparado, reclutar aliados magos les cuesta a los Tremere que controles 2 menos de reserva sanguínea. +2 de sangrado.","/img/cards/es/201522.jpg"
"201515","es","Guggenheim","Sabbat.",""
"200549","es","Gustaphe Brunnelle","Primogénito Camarilla: Gustaphe puede entrar en combate con un siervo controlado por tu depredador o presa con una acción (D).",""
"200555","es","Gwendolyn Fleming","Camarilla.",""
"201590","es","Hanna Nokelainen","Anarquista.","/img/cards/es/201590.jpg"
"200571","es","Harold Tanner","Camarilla: En combate, el controlador del siervo oponente a Harold juega con la mano abierta.",""
"200575","es","Hartmut Stover","Arzobispo Sabbat de Berlín: Cualquier vampiro que emita votos o papeletas contra un referéndum propuesto por Hartmut quema 1 de sangre una vez se cuenten los resultados. Puedes quemar la Ventaja durante tu fase de descarte para ganar 1 de reserva sanguínea.","/img/cards/es/200575.jpg"
"201591","es","Hesha Ruhadze","Anarquista: Hesha obtiene +1 de sangrado por cada equipo único adherido a sí.","/img/cards/es/201591.jpg"
"201549","es","Horace Radcliffe","Camarilla.","/img/cards/es/201549.jpg"
"201550","es","Horst von Brühl","Príncipe Camarilla de Mannheim.","/img/cards/es/201550.jpg"
"200627","es","Ilias cel Frumos","Sabbat.",""
"201592","es","Indira","Anarquista.","/img/cards/es/201592.jpg"
"201551","es","Inês Tristão","Príncipe Camarilla de Río de Janeiro.","/img/cards/es/201551.jpg"
"200634","es","Ingrid Rossler","Príncipe Camarilla de Ginebra: Si Ingrid está preparada al inicio de tu fase de influencia, obtienes +2 transferencias.","/img/cards/es/200634.jpg"
"200674","es","Janine","Sabbat.",""
"201593","es","Jenny Silver","Anarquista.","/img/cards/es/201593.jpg"
"200696","es","Jeremy ""Wix"" Wyzchovsky","Camarilla: Jeremy puede sangrar con +1 de sangrado con una acción (D).",""
"200707","es","João Bilé","Camarilla: Mientras João no tenga título, no puede bloquear vampiros titulados. Él obtiene +1 de sigilo en acciones para poner vampiros en juego.",""
"201595","es","Joaquín de Cádiz","Anarquista.","/img/cards/es/201595.jpg"
"200717","es","Jonathan Gursel","Sabbat.",""
"200740","es","Justine Chen, la Inocente","Sabbat.",""
"201596","es","Kalinda","Primogénita Camarilla: Durante tu turno, puedes quemar la Ventaja para enderezar a Kalinda.","/img/cards/es/201596.jpg"
"201597","es","Kamile Paukstys","Anarquista: +1 de sangrado.","/img/cards/es/201597.jpg"
"201598","es","Kasim Bayar","Justicar Camarilla Banu Haqim: Una vez por combate, Kasim puede descartarse de una carta de acción política antes de determinar la distancia para obtener +2 de fuerza en ese combate. +1 de sangrado.","/img/cards/es/201598.jpg"
"201604","es","Kassandra Tassaki","Príncipe Camarilla de Tesalónica.","/img/cards/es/201604.jpg"
"200763","es","Kateline Nadasdy","Camarilla: Durante la fase de votación del referéndum de una acción política, Kateline puede quemar 1 de sangre para obligar a un vampiro inactivo a abstenerse.",""
"201552","es","Kathy Glens","Camarilla.","/img/cards/es/201552.jpg"
"200767","es","Keith Moody","Sabbat: Tu presa puede quemar la Ventaja durante tu fase de enderezamiento para quemar 1 de sangre de Keith.",""
"201599","es","Khadija Al-Kindi","Primogénita Camarilla.","/img/cards/es/201599.jpg"
"200787","es","Klaus Konrecht","Cardenal Sabbat.",""
"201516","es","Lady Vadislava","Priscus Sabbat: Una vez por asalto, Lady Vadislava puede quemar 1 de sangre para convertir el daño de sus ataques con la mano en agravado ese asalto.",""
"201553","es","Larissa Moreira","Primogénita Camarilla: Durante una acción de sangrado, Larissa puede descartarse de una carta que requiera Animalismo [ani] para obtener +1 de sangrado.","/img/cards/es/201553.jpg"
"201554","es","Lauren","Camarilla.","/img/cards/es/201554.jpg"
"200827","es","Lectora","Sabbat.",""
"201555","es","Lenny Burkhead","Primogénito Camarilla: +1 de sangrado.","/img/cards/es/201555.jpg"
"200800","es","L'Épuisette","Sabbat: L'Épuisette obtiene +1 de sangrado contra un Matusalén que controle a un Toreador preparado.",""
"201556","es","Lloyd Brooks","Primogénito Camarilla.","/img/cards/es/201556.jpg"
"200848","es","Lodin (Olaf Holte)","Príncipe Camarilla de Chicago: Lodin puede prevenirse de 1 de daño del ataque del siervo oponente una vez por combate.",""
"200851","es","Loonar","Sabbat.",""
"201517","es","Lord Leopold Valdemar","Priscus Sabbat: Leopold puede atacar a distancia robando 2 de sangre o vida (convirtiéndose en sangre).",""
"200867","es","Luca Italicus","Arzobispo Sabbat de Filadelfia: Una ver por asalto después del primero, Luca puede atacar a distancia infligiendo 2 de daño.",""
"200879","es","Ludmijla Rakoczy","Obispo Sabbat: Las cartas que requieren Animalismo [ani] le cuestan a Ludmijla 1 menos de sangre.",""
"201557","es","Madison","Camarilla.","/img/cards/es/201557.jpg"
"201600","es","Marcel","Anarquista.","/img/cards/es/201600.jpg"
"200937","es","Mark Decker","Príncipe Camarilla de Milwaukee: Mark obtiene +1 de fuerza adicional en combate con un hombre lobo. +1 de fuerza.","/img/cards/es/200937.jpg"
"201601","es","Martina Srnankova","Anarquista: Martina obtiene +1 de intercepción durante acciones de sangrado.","/img/cards/es/201601.jpg"
"201602","es","Massimiliano","Barón Anarquista de Belo Horizonte: +1 de fuerza.","/img/cards/es/201602.jpg"
"201558","es","Massimo Falconi","Camarilla.","/img/cards/es/201558.jpg"
"201559","es","Meaghan","Camarilla.","/img/cards/es/201559.jpg"
"201603","es","Melech","Anarquista.","/img/cards/es/201603.jpg"
"201605","es","Milton Fox","Anarquista.","/img/cards/es/201605.jpg"
"201560","es","Min-seo","Camarilla.","/img/cards/es/201560.jpg"
"201561","es","Mkhokheli","Príncipe Camarilla de Ciudad del Cabo.","/img/cards/es/201561.jpg"
"201005","es","Monique Kim","Sabbat.",""
"201010","es","Morel","Camarilla.",""
"201013","es","Mosfair","Sabbat: Mano Negra.",""
"201020","es","Muhsin Samir","Camarilla.",""
"201026","es","Mustafa, el Heredero","Príncipe Camarilla de Estambul: Durante la fase de votación de una acción política, cualquier Toreador mayor controlado por otro Matusalén puede pasarle 1 de sangre de sí mismo a Mustafa para obligarlo a emitir sus votos y papeletas como elija el controlador de ese Toreador.",""
"201562","es","Naomi Stewart","Camarilla.","/img/cards/es/201562.jpg"
"201563","es","Nassir","Camarilla.","/img/cards/es/201563.jpg"
"201606","es","Nathan Turner","Anarquista.","/img/cards/es/201606.jpg"
"201607","es","Nayarana","Camarilla.","/img/cards/es/201607.jpg"
"201564","es","Nik Sikko","Camarilla.","/img/cards/es/201564.jpg"
"201608","es","Nonu Dis","Anarquista: Si Nonu Dis está preparado durante tu fase heril, puedes añadir 1 de sangre a un Ministro preparado que controles tras jugar una carta heril. +1 de sangrado.","/img/cards/es/201608.jpg"
"201609","es","Octano","Anarquista.","/img/cards/es/201609.jpg"
"201565","es","Oshri Dahan","Camarilla.","/img/cards/es/201565.jpg"
"201085","es","Osric Vladislav","Camarilla: Osric puede quemar un lugar que controles para obtener +1 de sigilo en la acción en curso.",""
"201566","es","Patrik Söderberg","Camarilla.","/img/cards/es/201566.jpg"
"201518","es","Percival","Arzobispo Sabbat de Guadalajara.",""
"201116","es","Petra","Camarilla: El daño que Petra inflige a los Baali es agravado. Un vampiro quema 1 de sangre tras usar un acoso para continuar el combate con ella.",""
"201610","es","Rayne","Anarquista.","/img/cards/es/201610.jpg"
"201567","es","Rosalina Cortez","Camarilla.","/img/cards/es/201567.jpg"
"201519","es","Rurik Rakoczy","Sabbat: Rurik obtiene 1 acoso opcional por combate. Mientras /Ludmijla Rakoczy/ esté preparada, Rurik obtiene +1 de sangrado.",""
"201611","es","Ruslan Fedorenko","Anarquista.","/img/cards/es/201611.jpg"
"201213","es","Rutor","Camarilla: Los Tzimisce obtienen -1 de intercepción contra Rutor.",""
"201568","es","Ryan","Camarilla.","/img/cards/es/201568.jpg"
"201222","es","Saiz","Sabbat.",""
"201612","es","Siarhei Levchenko","Anarquista.","/img/cards/es/201612.jpg"
"201312","es","Stanislava","Círculo Interior Camarilla Gangrel: Los criados empleados por siervos que se opongan a Stanislava en combate pierden sus habilidades. Los aliados no pueden bloquearla. +2 de sangrado.","/img/cards/es/201312.jpg"
"201569","es","Sully","Camarilla.","/img/cards/es/201569.jpg"
"201570","es","Sybren van Oosten","Príncipe Camarilla de Róterdam: Puedes enderezar a Sybren después de que un referéndum propuesto por él prospere.","/img/cards/es/201570.jpg"
"201571","es","Tamoszius","Camarilla.","/img/cards/es/201571.jpg"
"201613","es","Theo Bell","Anarquista: Theo puede entrar en combate con un siervo con una acción (D). +1 de fuerza.","/img/cards/es/201613.jpg"
"201366","es","Thomas De Lutrius","Primogénito Camarilla: Quema 1 de reserva sanguínea después de que Thomas entre en letargo.",""
"201572","es","Trevon Parker","Camarilla.","/img/cards/es/201572.jpg"
"201388","es","Troius","Príncipe Camarilla de Ginebra: Troius no puede emitir votos o papeletas contra referendos de caza de sangre. +1 de fuerza.",""
"201398","es","Tyler McGill","Camarilla: En un referéndum, Tyler obtiene +1 voto después de que un Matusalén queme la Ventaja para conseguir un voto. Él no puede bloquear a los Nosferatu.",""
"201407","es","Una","Arzobispo Sabbat de Dublín: Las cartas de combate que requieran Fortaleza [for] le cuestan a Una 1 menos de sangre.","/img/cards/es/201407.jpg"
"201614","es","Valeriya Zinovieva","Barón Anarquista de Moscú. +1 de fuerza.","/img/cards/es/201614.jpg"
"201430","es","Vasily","Príncipe Camarilla de Praga: Disputar un título le cuesta a Vasily 1 más de sangre a no ser que tengas la Ventaja.",""
"201438","es","Victor Donaldson","Príncipe Camarilla de Atlanta: Si una /Golconda: Paz interior/ que juegues es cancelada, puedes pasar esa carta de tu montón de ceniza a tu biblioteca (baraja después).",""
"201615","es","Vivian VI","Barón Anarquista de Johannesburgo.","/img/cards/es/201615.jpg"
"201594","es","Warmaksan","Príncipe Camarilla de Argel.","/img/cards/es/201594.jpg"
"201573","es","Wauneka","Camarilla.","/img/cards/es/201573.jpg"
"201478","es","Xaviar","Justicar Camarilla Gangrel: Puedes enderezar a Xaviar después de que un referéndum propuesto por él prospere.","/img/cards/es/201478.jpg"
"201494","es","Yuri Kerezenski","Obispo Sabbat.",""
"201501","es","Zane","Primogénito Camarilla: Si Zane no es príncipe, él puede proponer un referéndum para recibir (y disputar) el título que tenga un príncipe con una acción política con +1 de sigilo.",""
"200025","fr","Aidan Lyle","Camarilla : Aidan reçoit 1 poursuite optionnelle durant chaque combat.",""
"201529","fr","Alexa Draper","Camarilla. Prince de Melbourne : Durant l'étape de vote de n'importe quel référendum, Alexa peut défausser 1 carte qui requiert Domination [dom] pour recevoir +1 voix.","/img/cards/fr/201529.jpg"
"201530","fr","Alexander Silverson","Camarilla. Prince de Birmingham : Les vampires doivent brûler 1 point de sang pour exprimer des voix et bulletins contre les référendums qu'Alexander appelle.","/img/cards/fr/201530.jpg"
"201531","fr","Alice Chen","Camarilla. Prince de Nairobi.","/img/cards/fr/201531.jpg"
"201576","fr","Aline Gädeke","Anarch. Baron de Mannheim : Une fois par tour, Aline peut brûler 1 point de sang pour se redresser après qu'un autre Anarch que vous contrôlez effectue une action réussie.","/img/cards/fr/201576.jpg"
"201577","fr","Aluc Romas de Leon","Anarch.","/img/cards/fr/201577.jpg"
"201512","fr","America Johnson","Sabbat.","/img/cards/fr/201512.jpg"
"201532","fr","Andi Liu","Camarilla. Prince de Taipei.","/img/cards/fr/201532.jpg"
"200114","fr","Antón de Concepción","Sabbat. Archevêque de Chicago : Antón reçoit 1 manœuvre optionnelle durant le premier round de combat.","/img/cards/fr/200114.jpg"
"200116","fr","Antonio d'Erlette","Sabbat : Tant qu'Antonio est disponible, vous pouvez utiliser 4 transferts pour chercher un allié mage qu'il pourrait jouer dans votre bibliothèque (mélanger ensuite) et/ou main, mettre cet allié en jeu avec autant de points de vie que son total de départ et payer son coût normalement.","/img/cards/fr/200116.jpg"
"200123","fr","Apolonia Czarnecki","Camarilla : Apolonia peut voler 1 point de sang d'un vampire plus jeune en action (D).",""
"200132","fr","Ariane","Anarch : Ariane reçoit -1 en discrétion durant les actions non dirigées.","/img/cards/fr/200132.jpg"
"200144","fr","Arthur Denholm","Camarilla.",""
"201533","fr","Ashley","Camarilla.","/img/cards/fr/201533.jpg"
"201578","fr","Asmin Kobane","Camarilla.","/img/cards/fr/201578.jpg"
"201579","fr","Atiena","Anarch. Baron de Mombasa.","/img/cards/fr/201579.jpg"
"201534","fr","Tante Linda","Camarilla.","/img/cards/fr/201534.jpg"
"201535","fr","Ayelech","Camarilla. Prince d'Addis-Abeba.","/img/cards/fr/201535.jpg"
"201536","fr","Baixinho","Camarilla.","/img/cards/fr/201536.jpg"
"200185","fr","Le Scarabée","Camarilla.",""
"200186","fr","Bela","Indépendant : Bela ne peut pas effectuer d'actions politiques. -1 en discrétion.",""
"201537","fr","Belinde","Camarilla. Prince de Copenhague.","/img/cards/fr/201537.jpg"
"200190","fr","Benjamin Rose","Camarilla. Prince de Washington, D.C. : Benjamin peut appeler un référendum pour vous donner +1 en taille de main jusqu'à la fin de la partie en action politique à +1 en discrétion.",""
"201580","fr","Bijou","Camarilla.","/img/cards/fr/201580.jpg"
"201581","fr","Brandon Grime","Anarch.","/img/cards/fr/201581.jpg"
"201538","fr","Bret Stryker","Camarilla : Bret reçoit -1 en interception contre les vampires titrés.","/img/cards/fr/201538.jpg"
"201539","fr","Brock Sterling","Camarilla.","/img/cards/fr/201539.jpg"
"200249","fr","Carolina Vález","Sabbat. Archevêque de Montréal : Carolina est immunisée aux dégâts des alliés et des compagnons.","/img/cards/fr/200249.jpg"
"201540","fr","Catalina Vega","Camarilla. Prince de Buenos Aires : +1 en morsure.","/img/cards/fr/201540.jpg"
"201513","fr","Charles Delmare","Sabbat. Cardinal : Charles reçoit 1 poursuite optionnelle durant chaque combat.","/img/cards/fr/201513.jpg"
"201541","fr","Chelsea Blake","Camarilla.","/img/cards/fr/201541.jpg"
"201542","fr","Chrysanthème","Camarilla. Primogène.","/img/cards/fr/201542.jpg"
"200280","fr","Claus Wegener","Camarilla.",""
"201543","fr","Colette","Camarilla.","/img/cards/fr/201543.jpg"
"201514","fr","Conchita Morales","Sabbat.","/img/cards/fr/201514.jpg"
"200303","fr","Crow","Anarch.","/img/cards/fr/200303.jpg"
"201582","fr","Crystal Lynn","Anarch.","/img/cards/fr/201582.jpg"
"201583","fr","Dario Ziggler","Anarch.","/img/cards/fr/201583.jpg"
"201584","fr","Docteur Morocco","Anarch.","/img/cards/fr/201584.jpg"
"201544","fr","Donny Kowalczyk","Camarilla. Prince de Pittsburgh.","/img/cards/fr/201544.jpg"
"201545","fr","La Douairière","Camarilla. Primogène : La Douairière reçoit +1 en interception durant les actions dirigées.","/img/cards/fr/201545.jpg"
"200381","fr","Dr Morrow, l'écorcheur","Sabbat : Morrow peut mettre 1 compteur greffe sur un allié en action (D). Un allié avec au moins un compteur greffe reçoit -1 en discrétion. Main Noire.","/img/cards/fr/200381.jpg"
"201546","fr","Dr Stephen Norton","Camarilla.","/img/cards/fr/201546.jpg"
"200391","fr","Dualité","Sabbat : Vous pouvez piocher 1 carte supplémentaire après avoir remplacé une carte qui requiert Vicissitude [vic] jouée par Dualité.","/img/cards/fr/200391.jpg"
"201585","fr","Elen Kamjian","Anarch : Si vous contrôlez un serviteur incliné, Elen doit mordre à +1 en morsure en action (D) sauf si elle doit chasser.","/img/cards/fr/201585.jpg"
"201586","fr","Elisha Tucker","Anarch. Baron de Pittsburgh.","/img/cards/fr/201586.jpg"
"200418","fr","Ember Wright","Sabbat.","/img/cards/fr/200418.jpg"
"200421","fr","Emily Carson","Camarilla. Primogène : Durant votre phase de défausse, Emily peut brûler l'Avantage pour se redresser.",""
"200427","fr","Epikasta Rigatos","Camarilla. Prince de New York : Vous pouvez déplacer une carte d'action jouée par Epikasta de votre tas de cendres vers votre bibliothèque après résolution (mélanger ensuite).",""
"201587","fr","Farah Sarroub","Camarilla. Prince de Détroit.","/img/cards/fr/201587.jpg"
"201588","fr","Faruq Abd al-Qadir","Anarch : Les serviteurs avec au moins un de vos compteurs corruption en combat contre Faruq ne peuvent pas frapper : fin de combat. +1 en force.","/img/cards/fr/201588.jpg"
"201547","fr","Flávio Gonçalves","Camarilla Prince de São Paulo : Une fois par combat, Flávio peut frapper : esquiver.","/img/cards/fr/201547.jpg"
"200485","fr","Frondator","Sabbat. Évêque : Secourir un vampire de torpeur coûte 1 point de sang de moins à Frondator.","/img/cards/fr/200485.jpg"
"201548","fr","Gelasia Fotiou","Camarilla.","/img/cards/fr/201548.jpg"
"200498","fr","Gem Ghastly","Camarilla. Primogène : Vous et Gem pouvez jouer les cartes qui requièrent un Ventrue comme si elle était une Ventrue.",""
"200533","fr","Graham Gottesman","Camarilla. Prince de Miami.",""
"201589","fr","Greg Mazouni","Camarilla.","/img/cards/fr/201589.jpg"
"201522","fr","Grimgroth","Camarilla : Tant que Grimgroth est disponible, les alliés mage coûtent 2 points de réserve de moins à recruter aux Tremeres que vous contrôlez. +2 en morsure.","/img/cards/fr/201522.jpg"
"201515","fr","Guggenheim","Sabbat.","/img/cards/fr/201515.jpg"
"200549","fr","Gustaphe Brunnelle","Camarilla. Primogène : Gustaphe peut entrer en combat contre un serviteur contrôlé par votre prédateur ou votre proie en action (D).",""
"200555","fr","Gwendolyn Fleming","Camarilla.",""
"201590","fr","Hanna Nokelainen","Anarch.","/img/cards/fr/201590.jpg"
"200571","fr","Harold Tanner","Camarilla : Le contrôleur du serviteur en combat contre Harold joue avec sa main révélée.",""
"200575","fr","Hartmut Stover","Sabbat. Archevêque de Berlin : Tout vampire exprimant des voix ou bulletins contre un référendum que Hartmut appelle brûle 1 point de sang après dépouillement. Durant votre phase de défausse, vous pouvez brûler l'Avantage pour gagner 1 point de réserve.","/img/cards/fr/200575.jpg"
"201591","fr","Hesha Ruhadze","Anarch : Hesha reçoit +1 en morsure pour chaque équipement unique qui lui est attaché.","/img/cards/fr/201591.jpg"
"201549","fr","Horace Radcliffe","Camarilla.","/img/cards/fr/201549.jpg"
"201550","fr","Horst von Brühl","Camarilla. Prince de Mannheim.","/img/cards/fr/201550.jpg"
"200627","fr","Ilias cel Frumos","Sabbat.","/img/cards/fr/200627.jpg"
"201592","fr","Indira","Anarch.","/img/cards/fr/201592.jpg"
"201551","fr","Inês Tristão","Camarilla. Prince de Rio de Janeiro.","/img/cards/fr/201551.jpg"
"200634","fr","Ingrid Rossler","Camarilla. Prince de Genève : Si Ingrid est disponible au début de votre phase d'influence, vous recevez +2 transferts.","/img/cards/fr/200634.jpg"
"200674","fr","Janine","Sabbat.","/img/cards/fr/200674.jpg"
"201593","fr","Jenny Silver","Anarch.","/img/cards/fr/201593.jpg"
"200696","fr","Jeremy ""Wix"" Wyzchovsky","Camarilla : Jeremy peut mordre à +1 en morsure en action (D).",""
"200707","fr","João Bilé","Camarilla : Tant que João n'a pas de titre, il ne peut pas bloquer les vampires titrés. Il reçoit +1 en discrétion durant les actions pour mettre des vampires en jeu.",""
"201595","fr","Joaquín de Cádiz","Anarch.","/img/cards/fr/201595.jpg"
"200717","fr","Jonathan Gursel","Sabbat.","/img/cards/fr/200717.jpg"
"200740","fr","Justine Chen, l'innocente","Sabbat.","/img/cards/fr/200740.jpg"
"201596","fr","Kalinda","Camarilla. Primogène : Durant votre tour, vous pouvez brûler l'Avantage pour redresser Kalinda.","/img/cards/fr/201596.jpg"
"201597","fr","Kamile Paukstys","Anarch : +1 en morsure.","/img/cards/fr/201597.jpg"
"201598","fr","Kasim Bayar","Camarilla. Justicar Assamite : Une fois par combat, Kasim peut défausser une carte d'action politique avant l'étape de manœuvre pour recevoir +2 en force ce combat. +1 en morsure.","/img/cards/fr/201598.jpg"
"201604","fr","Kassandra Tassaki","Camarilla. Prince de Thessaloniki.","/img/cards/fr/201604.jpg"
"200763","fr","Kateline Nadasdy","Camarilla : Durant l'étape de vote d'une action politique, Kateline peut brûler 1 point de sang pour forcer un vampire qui n'agit pas à s'abstenir.",""
"201552","fr","Kathy Glens","Camarilla.","/img/cards/fr/201552.jpg"
"200767","fr","Keith Moody","Sabbat : Durant votre phase de redressement, votre proie peut brûler l'Avantage pour brûler 1 point de sang de Keith.","/img/cards/fr/200767.jpg"
"201599","fr","Khadija Al-Kindi","Camarilla. Primogène.","/img/cards/fr/201599.jpg"
"200787","fr","Klaus Konrecht","Sabbat. Cardinal.","/img/cards/fr/200787.jpg"
"201516","fr","Lady Vadislava","Sabbat. Priscus : Une fois par round, Lady Vadislava peut brûler 1 point de sang pour aggraver les dégâts de ses frappes à mains nues ce round-ci.","/img/cards/fr/201516.jpg"
"201553","fr","Larissa Moreira","Camarilla. Primogène : Durant une action de morsure, Larissa peut défausser une carte qui requiert Animalisme [ani] pour recevoir +1 en morsure.","/img/cards/fr/201553.jpg"
"201554","fr","Lauren","Camarilla.","/img/cards/fr/201554.jpg"
"200827","fr","Lectora","Sabbat.","/img/cards/fr/200827.jpg"
"201555","fr","Lenny Burkhead","Camarilla. Primogène : +1 en morsure.","/img/cards/fr/201555.jpg"
"200800","fr","L'Épuisette","Sabbat : L'Épuisette reçoit +1 en morsure contre un Mathusalem qui contrôle un Toréador disponible.","/img/cards/fr/200800.jpg"
"201556","fr","Lloyd Brooks","Camarilla. Primogène.","/img/cards/fr/201556.jpg"
"200848","fr","Lodin (Olaf Holte)","Camarilla. Prince de Chicago : Lodin peut prévenir 1 point de dégâts d'une frappe du serviteur opposé une fois par combat.",""
"200851","fr","Loonar","Sabbat.","/img/cards/fr/200851.jpg"
"201517","fr","Lord Leopold Valdemar","Sabbat. Priscus : Leopold peut frapper à toute portée : voler 2 points de sang ou de vie (convertie en sang).","/img/cards/fr/201517.jpg"
